#timebase=2000000(ps)
,#voltbase=1000000(mv/100)
#size=4000
-2.665E-05,0.040
-2.664E-05,0.080
-2.663E-05,0.040
-2.662E-05,0.080
-2.661E-05,0.040
-2.660E-05,0.080
-2.659E-05,0.080
-2.658E-05,0.040
-2.657E-05,0.000
-2.656E-05,0.040
-2.655E-05,0.080
-2.654E-05,0.040
-2.653E-05,0.000
-2.652E-05,0.000
-2.651E-05,0.040
-2.650E-05,0.080
-2.649E-05,0.040
-2.648E-05,0.040
-2.647E-05,0.080
-2.646E-05,0.040
-2.645E-05,0.000
-2.644E-05,0.040
-2.643E-05,0.080
-2.642E-05,0.040
-2.641E-05,0.120
-2.640E-05,0.040
-2.639E-05,0.000
-2.638E-05,0.040
-2.637E-05,0.000
-2.636E-05,0.000
-2.635E-05,0.080
-2.634E-05,0.040
-2.633E-05,0.040
-2.632E-05,0.080
-2.631E-05,0.080
-2.630E-05,0.040
-2.629E-05,0.040
-2.628E-05,0.040
-2.627E-05,0.040
-2.626E-05,0.080
-2.625E-05,0.080
-2.624E-05,0.040
-2.623E-05,0.040
-2.622E-05,0.040
-2.621E-05,0.120
-2.620E-05,0.080
-2.619E-05,0.040
-2.618E-05,0.080
-2.617E-05,0.040
-2.616E-05,0.040
-2.615E-05,0.040
-2.614E-05,0.040
-2.613E-05,0.080
-2.612E-05,0.080
-2.611E-05,0.040
-2.610E-05,0.120
-2.609E-05,0.040
-2.608E-05,0.000
-2.607E-05,0.040
-2.606E-05,0.000
-2.605E-05,0.000
-2.604E-05,0.040
-2.603E-05,0.080
-2.602E-05,0.120
-2.601E-05,0.000
-2.600E-05,0.040
-2.599E-05,0.040
-2.598E-05,0.040
-2.597E-05,0.120
-2.596E-05,0.040
-2.595E-05,0.000
-2.594E-05,0.040
-2.593E-05,0.080
-2.592E-05,0.080
-2.591E-05,0.080
-2.590E-05,0.080
-2.589E-05,0.080
-2.588E-05,0.040
-2.587E-05,0.000
-2.586E-05,0.040
-2.585E-05,0.040
-2.584E-05,0.080
-2.583E-05,0.000
-2.582E-05,0.000
-2.581E-05,0.040
-2.580E-05,0.000
-2.579E-05,0.080
-2.578E-05,0.000
-2.577E-05,0.080
-2.576E-05,0.080
-2.575E-05,0.040
-2.574E-05,0.000
-2.573E-05,0.000
-2.572E-05,0.040
-2.571E-05,0.000
-2.570E-05,0.000
-2.569E-05,0.040
-2.568E-05,0.080
-2.567E-05,0.080
-2.566E-05,0.080
-2.565E-05,0.000
-2.564E-05,0.040
-2.563E-05,0.080
-2.562E-05,0.080
-2.561E-05,0.040
-2.560E-05,0.040
-2.559E-05,0.040
-2.558E-05,0.080
-2.557E-05,0.080
-2.556E-05,0.040
-2.555E-05,0.000
-2.554E-05,0.040
-2.553E-05,0.080
-2.552E-05,0.000
-2.551E-05,0.040
-2.550E-05,0.080
-2.549E-05,0.040
-2.548E-05,0.080
-2.547E-05,0.000
-2.546E-05,0.080
-2.545E-05,0.080
-2.544E-05,0.040
-2.543E-05,0.040
-2.542E-05,0.080
-2.541E-05,0.080
-2.540E-05,0.040
-2.539E-05,0.040
-2.538E-05,0.040
-2.537E-05,0.000
-2.536E-05,0.040
-2.535E-05,0.040
-2.534E-05,0.040
-2.533E-05,0.080
-2.532E-05,0.040
-2.531E-05,0.040
-2.530E-05,0.000
-2.529E-05,0.040
-2.528E-05,0.040
-2.527E-05,0.080
-2.526E-05,0.080
-2.525E-05,0.040
-2.524E-05,0.080
-2.523E-05,0.080
-2.522E-05,0.000
-2.521E-05,0.040
-2.520E-05,0.000
-2.519E-05,0.080
-2.518E-05,0.080
-2.517E-05,0.000
-2.516E-05,0.000
-2.515E-05,0.080
-2.514E-05,0.040
-2.513E-05,0.040
-2.512E-05,0.040
-2.511E-05,0.120
-2.510E-05,0.040
-2.509E-05,0.000
-2.508E-05,0.000
-2.507E-05,0.040
-2.506E-05,0.000
-2.505E-05,0.040
-2.504E-05,0.000
-2.503E-05,0.040
-2.502E-05,0.040
-2.501E-05,0.080
-2.500E-05,0.040
-2.499E-05,0.080
-2.498E-05,0.040
-2.497E-05,0.080
-2.496E-05,0.080
-2.495E-05,0.120
-2.494E-05,0.080
-2.493E-05,0.080
-2.492E-05,0.120
-2.491E-05,0.080
-2.490E-05,0.120
-2.489E-05,0.080
-2.488E-05,0.120
-2.487E-05,0.080
